Original Text,Relevant Noun,Relevant Lemma
"receptors . In summary , the experiments proposed in the current grant application will result in detailed characterization of a novel neuropeptide which may be important in modulation of testicular function . This is an application for partial funding of a",neuropeptide,neuropeptide
"PDEs . One of these is a member of the dunce - like family of PDEs , and one is novel . We propose to characterize these and other human PDEs expressed in brain , heart and other tissues . This",member,member
"and carcinogenic responses elicited by BHT . Additionally , it is proposed that these processes can be enhanced through a novel mechanism of chemical - chemical interactions . In this regard , the investigators will ( 1 ) characterize by electron",mechanism,mechanism
"and powerful inhibitor of many glucosidases and transferases ; it may provide clues about reaction intermediates . Third , some novel approaches to inhibit GTF will be examined . Deoxynojirimycin is already known to inhibit the enzyme ; for some glucosidases",approaches,approach
"arachidonic acid release in these cells , and is under stringent hormonal regulation . We have identified and characterized a novel , hormonally regulated form of PLA2 in rat renal mesangial cells . We have subsequently identified several distinct regulatory mechanisms",form,form
"disease . Over the past year , this laboratory and others have identified , purified , and N-terminally sequenced a novel class of PTH - like proteins ( PTHLPs ) which appear to be responsible for humoral hypercalcemia of malignancy (",class,class
lack of PAM . Candidate endoproteases will be expressed in mammalian cells by transfection and the consequence of introducing a novel protease into the secretory pathway or blocking protease expression with antisense cDNA will be examined . The anterior pituitary contains,protease,protease
We will take advantage of developments from my lab and those of Leona Samson and Bruce Demple to explore a novel phenomenon we have observed which indicates that mismatch repair can influence the amount of mutagenesis caused by alkylating agents .,phenomenon,phenomenon
"which activates this process while bypassing surface receptors and the generation of IP3 . We have also recently discovered a novel point of regulation through receptors of the metabolism of inositol phosphates , and are currently investigating the relevance of this",point,point
"involved in the regulation of cellular growth under normal and pathological ( neoplastic ) conditions , these studies may provide novel perspectives on the pharmacological regulation and arrest of these processes . In addition , Ca2 + is believed to play",perspectives,perspective
"exposure to various growth factors . Additionally , studies using lectin cytochemical techniques will focus on further characterization of a novel fibrillar network which we have identified recently in the posterior corneal stroma in a variety of species . Preliminary evidence",network,network
chains of defined lengths will be prepared by using secretory or membrane protein mRNAs truncated at specific locations . This novel approach creates translocation or integration intermediates that have a fluorescent or photoreactive probe located at a specific site in a,approach,approach
to cause nuclear events to occur via protein phosphorylation . The network between MPF and proto-oncogenes like c-src provides a novel basis for investigating the interface between cell cycle control and cell growth control . The goal of this research is,basis,basis
"14C - glucose into lipid , lipolysis by glycerol and FFA release , and FFA re-esterification by both traditional and novel techniques . Finally , the use of fluorescent lipid analogues will be developed to investigate the pathways of lipid metabolism",techniques,technique
". This fatal disease is mediated by antibodies directed against the carboxyl- terminal non-collagenous domain ( NC1 ) of a novel collagen IV chain , designated a3 ( IV ) . Several lines of evidence indicate that the epitope ( s",chain,chain
a model to understand how obesity genes regulate the function of other gene promoters . Both of these goals are novel and will increase our understanding of the biochemical and genetic basis of obesity . Adipsin 's direct role in the,N/A,N/A
"invited lecturers , contributed talks and poster presentations , clinical case presentations and informal discussions . Attendees will learn about novel approaches to studying gastrointestinal disorders , and be stimulated to pursue them . The planners of the conference have taken",approaches,approach
"recombination between DNA divergent sequences . From this information we can determine the mechanisms of chromosome rearrangements , generation of novel genes and possible mechanisms of initiation in carcinogenesis . In addition we are developing a system for the genetic detection",genes,gene
", since data from this laboratory , in collaboration with the Calcium Regulation Section of LCMP , has shown a novel consequence of receptor occupation to be a stimulation of IP5 breakdown to I ( 3,4, 5 , 6 ) P4",consequence,consequence
common to microtubule motor proteins ( dynein or kinesin ) . Monoclonal antibodies will be raised and characterized against the novel photoreceptor MAPs . These antibodies will be utilized to localize each MAP in the retina . The project is a,MAPs,map
"MAPs and microtubule motors ) in other systems . The proposal outlines an innovative venture because it will apply a novel procedure to attempt to discover heretofore unidentified photoreceptor MAPs . If interesting MAPs are discovered , then much work beyond",procedure,procedure
"as the basis for future , more extensive studies . On the other hand , if the strategy reveals no novel MAPs , then his would also be an important finding which should be shared with others who might contemplate similar",MAPs,map
"randomly allocated , parallel treatment groups and multiple dependent measures of therapeutic efficacy and clinical safety . Spiradoline , a novel analgesic which acts at the kappa opioid receptor , was evaluated in 75 oral surgery patients in comparison to 10",analgesic,analgesic
these tissues by specific antibodies to the cloned GTs . 3 ) The cloning and sequencing of cDNAs corresponding to novel GT mRNAs in these tissues .. 4 ) Determination of the level of GT mRNA and protein expression in glomeruli,mRNAs,mrna
mesangial cells and glomerular epithelial cells with vectors containing the various GT cDNAs in order to determine the effect of novel expression or over - or underexpression of GTs on glomerular cell growth and morphology . 7 ) Correlation of the,expression,expression
"and 2A , in controlling the phosphorylation state of hepatic proteins will be examined in the intact cell using a novel , selective , protein phosphatase inhibitor , okadaic acid . Pilot experiments using two-dimensional gels to resolve 32 PO4 labeled",inhibitor,inhibitor
adenylate cyclase . The possibility that different subtypes of angiotensin II receptors couple to these responses will be examined using novel non- peptide antagonists of the angiotensin II receptor . The nature of the G-proteins coupling angiotensin II receptors to inhibition,antagonists,antagonist
"erythrocyte changes , accompanying histopathological changes and tissue damage as evidence of phenotypic expression of the disease . Using two novel approaches , we may be able to upregulate the expression of the exogenous alpha - and beta-like globin genes in",approaches,approach
"with cytokines or transforming growth factor- beta , or upon in vitro propagation . Monoclonal antibodies will be produced against novel receptors and will be used to isolate and study these molecules . Structural data will be obtained by molecular biological",receptors,receptor
"in an adipogenic cell line . We now propose to exploit the antisera to probe for the function of this novel protein , which we believe may be of general importance in the regulation of fat metabolism . This will be",protein,protein
Antisera will be used to quantitate the protein in these experiments . These studies should enhance our understanding of this novel protein and provide a means of determining its precise biological function . Such knowledge may ultimately be applicable to the,protein,protein
"to restore sight in eyes blinded by degenerative retinal diseases . Of perhaps equal importance , we anticipate that the novel nature of the experiments may permit us to discover previously unsuspected cellular and molecular interactions between the immune system and",nature,nature
. The synthesis of these materials require special techniques . The proposed program of research is characterized by use of novel methodologies developed in our laboratory to the synthesis of a variety of interesting and biologically - significantly natural products and,methodologies,methodology
of coordinate gene regulation . We are studying the phenomenon of dosage compensation in Drosophila in order to understand certain novel and essential aspects of eukaryotic gene regulation . Dosage compensation refers to the equalization of most X-linked gene products in,aspects,aspect
faculty . This program takes advantage of the Hopkins strength in basic and clinical science . Among a number of novel features that build on an already established training program are the development of a clinical rotation for basic science trainees,features,feature
"will determine whether they modulate protein kinase C activity , the tyrosine phosphorylation of growth factor receptors , or a novel protein tyrosine phosphorylation pattern recently identified here in mesangial cells in response to mitogenic vasoconstrictors . These studies should help",pattern,pattern
"the current knowledge of the molecular basis of the fetal to adult "" switch "" , but also suggest a novel pharmacological approach to the reversal of this switch in several clinically significant hemoglobinopathies . The human immunodeficiency virus type I",approach,approach
"monoxide as a ligand , we will also gather data for conformational change rates with oxygen bound . By a novel application of the modulation technique we will measure the rates of binding and release of oxygen in the T and",application,application
"CO as the ligand , the rate of allosteric change with two ligands bound can be measured . In a novel approach to modulation , the kinetics of fully cobalt substituted hemoglobin will be studied by modulating the uptake of solution",approach,approach
"of suction electrodes , recording from the distal part of the sigmoid colon . The proposed work will employ a novel approach which will combine the use of subserosally implanted electrodes and telemetric transmission of colonic myoelectric signals . This approach",approach,approach
"detergent are critical factors in the process . The applicants , therefore , propose to synthesize a homologous series of novel substituted glucosides and maltosides that will be pure , mild ( nondenaturing ) and have somewhat rigid hydrophobic tails .",glucosides,glucoside
demonstrate and improve a safe air enema technique for non fluoroscopy treatment of intussusception in children and to develop a novel single - chip microprocessor - based instrument for real - time on -site assessment of the result of the air,instrument,instrument
"the recanalization of sound , the drop in inter-colon pressure , and the disappearance of abdominal mass detected by their novel instrument will be used to indicate the success of the treatment . The success of the proposed work will provide",instrument,instrument
"proposed that asbestos induces cell transformation due to its ability to induce chromosomal changes . We have identified a possibly novel transforming oncogene in human mesotheliomas , and currently we are cloning this gene . Sodium arsenite and sodium arsenate are",oncogene,oncogene
"clearly indicate that glutamate plays a major role in regulating the expression of dynorphin . Excitatory amino acids constitute a novel class of neurotransmitters , glutamate and aspartate being the most representative transmitters of the family . These substances can also",class,class
", ( iii ) confirm that cp calcineurin specifically dephosphorylates DARPP - related phosphoproteins , ( iv ) characterize a novel cAMP - dependent PP - ase in cp , which has not been described elsewhere . The DARPP sequence and",ase,ase
"self from non- self ) ; it will also give us eventually the ability to design proteins with specific , novel and useful properties . The DNA of living organisms is subject to modification by inherent instability , errors in replication",properties,property
"the polyamine spermidine to a lysine residue in the eIF -4D precursor and subsequent hydroxylation . These findings reveal a novel cellular metabolic pathway . Comparison of activities of mature eIF - 4D , eIF -4D precursors that contain unmodified lysine",pathway,pathway
in pulp vitality will then be investigated . The specific goal of this pilot study is to establish if this novel approach is feasible . If hemoglobin within the tooth can be quantified and used as an indicator of tissue vitality,approach,approach
"modulates levels of this important cerebrocortical enzyme by decreasing the biological half - life of 5'D - II through a novel , extra-nuclear mode of action . Disruption of the microfilaments blocks this T4 - mediated action , indicating that the",mode,mode
"Na/HCO3 cotransporter in the S3 segment ; transporters or inorganic phosphate , amino acids and other solutes ; and the novel alkalizing process activated by basolateral HCO3 , in the S3 segment . Our second aim is to conduct a systematic",process,process
of importance for human health since melatonin is being used clinically to alleviate sleep and mood disorders . ABSTRACT A novel phosphatidylinositol - 3 kinase ( PI3K ) that appears to play a key role in cell transformation and growth has,kinase,kinase
inhibitor . Through improved knowledge of the mechanism of the disease process in X-linked hypophosphatemia will come the potential for novel therapies . This will permit better treatment of the human disease and improve the quality of life for patients with,therapies,therapy
"is known about the mechanisms involved in tumor promotion . Because these are important determinants of individual cancer risk , novel methods will be developed to measure effects of certain non- genotoxic agents and tumor promotors on the activity of our",methods,method
in the rat by this carcinogen . The nude mouse tumorigenicity assay is being employed to attempt the detection of novel transforming genes in NNK - induced rat lung tumors . The progression of pulmonary neoplasia has been characterized in the,genes,gene
". In addition , a human RPE cDNA library will be constructed from homogeneous cell cultures for the identification of novel G protein gene products in RPE . The effects of G protein antagonists , such as pertussis toxin , synthetic",products,product
biological electron transfer reactions to be initiated by a laser pulse and detected on a nanosecond time scale . A novel two -step procedure was developed to label cytochrome c at specific lysine amino groups with ruthenium bis ( bipyridine ),procedure,procedure
of the probe . Preliminary in vivo study will be conducted to evaluate the depth probe measurement technique . A novel approach to nucleic acid target amplification will be evaluated as the basis for an in - office assay for periodontal,approach,approach
"this initial phase , standard procedures for nucleic acid preparation and end product detection will be used so that the novel principle in question is the only variable in the experiments . The maximal extent of amplification per DNA target sequence",principle,principle
throughput that is capable of screening the efficiency of polynucleotide deliver systems under various conditions in tissue culture . Several novel cationic lipid analogs and a variety of functional delivery and expression of a reporter gene product in the presence and,analogs,analog
"for producing spheres of precise size and polymer coating thickness is demonstrated . Validation of implantable bursting capsules as a novel pulsatile hormone delivery system for research ( and also clinical ) applications , validity measured by both delivery and stress",system,system
"act a feedback signal at the hypothalamic- hypophyseal axis . The objective of this research grant application is to identify novel thymic peptides that stimulate the release of prolactin and GH from the anterior pituitary , and to investigate the effects",peptides,peptide
"cell lives transfected with wild - type ASGP receptor cDNA and that mutated at the identified phosphorylation sites . Several novel techniques in whole cells ( selective immunoprecipitation of surface receptors , density - shift analysis of isolated endosomal vesicles ,",techniques,technique
in the correction of genetic deletions . Deletions are a very common kind of defect in patients and they present novel theoretical and practical challenges that must be overcome if such patients are to be helped by targeted recombination . We,challenges,challenge
"may also provide a means to address basic questions of vascular biology . In this proposal , we develop a novel approach to the delivery of proteins to discrete arterial segments in vivo using endothelial or other vascular cells which have",approach,approach
"product ( s ) derived from mevalonic acid becomes attached to proteins in animal cells . The role of this novel post- translational lipidation will be probed . The chemical structure of the lipid , its mode of attachment to proteins",lipidation,lipidation
"in the living cell . The long - term objective of this research is to identify , study and establish novel mechanisms in metabolic regulation at both the protein and the gene level . The inducible biodegradative threonine dehydratase ( tdc",mechanisms,mechanism
satisfaction with and attitude toward treatment ) ; and treatment time . Long-term objectives are to ( 1 ) identify novel drug candidates related to magainin peptide class with powerful anti-infective activity against pathogenic oral cavity flora ; ( 2 ),candidates,candidate
"acid peptides isolated from frog skin , with remarkable antibacterial , antifungal and antiparasitic activities . These peptides are a novel vertebrate host defense system , acting by membrane ion channel - forming mechanisms . Immunohistochemical and Western blot experiments suggest",peptides,peptide
"substances , which contribute to the relaxation of penile smooth muscle . 3 ) Characterize the possible role of the novel peptide endothelin in the control of penile smooth muscle . The physiological mechanisms that maintain penile flaccidity are not completely",endothelin,endothelin
"of the development of electrolyte transport mechanisms to the appearance of enzymic and morphological markers of enterocyte maturation . A novel , cultured epithelial cell line , IPEC1 , derived from normal porcine small intestine , will bc used as the",line,line
storage in the CNS in vivo will be investigated : 1 ) Direct gene transfer to the CNS using a novel neurotropic viral vector system . The vector is based on Herpes simplex virus ( HSV ) - 1 and uses,system,system
") : The ultimate goal of this research is to develop a therapy for obesity based upon the identification of novel beta-adrenergic agonists which are selective stimulators of thermogenesis in humans . Atypical ( non-beta - 1 , beta - 2",agonists,agonist
the oncogene lesion resides in the regulatory region of the gene and attempts are underway to find it . A novel type of mutational activation has also been characterized in K-ras oncogene detected in a spontaneous mouse lung tumor and in,type,type
"that retinoblastoma cells express circadian rhythms . The identification of a human retinoblastoma cell line that oscillates would provide a novel system in which to study the cell biology of ocular clocks using biochemical , molecular and genetic probes . Ultimately",system,system
) proteins of thick and thin filaments . Our studies have identified several Drosophila myofibrillar proteins which seem to have novel functions . Two that we are studying are interesting because of their distribution in Drosophila muscle . The first is,functions,function
"this analysis , pol I subunits will be cloned , and the effect of site - directed mutagenesis analyzed by novel techniques . This laboratory demonstrated that ribosomal RNA transcription is regulated in eukaryotic cells by modification of pol I .",techniques,technique
"submandibular gland is not present as a constituative component , but is induced following isoproterenol treatment , this offers a novel model system to study the biosynthesis and secretion of this molecule under inflammatory conditions . This pilot study is designed",system,system
"of new techniques to understand the basic mechanisms of this secretory process . I. Utilizing isolated hepatocyte couplets ( a novel primary secretory unit that transports solutes and secretes bile in short term cultures ) , and subconfluent hepatocyte monolayers ,",unit,unit
"function , which , in turn , is necessary for expression of disease . I believe these studies will provide novel information which will eventually redirect strategies to downregulate organ-specific immune responses and the natural history of immune - mediated interstitial",information,information
". The significance of the information derived , will not only be crucial for characterization of the structure of a novel group of granulocyte proteins and their role in normal granulocyte biology , but will also enhance our understanding of the",group,group
used to develop an encrustation resistant urological catheter . The objective of the proposed project is to identify and evaluate novel hypoglycemic agents obtained from a plant used in folk medicine . The ultimate objective is to isolate and structurally characterize,agents,agent
medicine . The ultimate objective is to isolate and structurally characterize one or more natural products with hypoglycemic activity having novel structures and possible novel mechanisms of action from which proprietary analogues exhibiting reduced toxicity and enhanced efficacy can be developed,structures,structure
objective is to isolate and structurally characterize one or more natural products with hypoglycemic activity having novel structures and possible novel mechanisms of action from which proprietary analogues exhibiting reduced toxicity and enhanced efficacy can be developed and entered into clinical,mechanisms,mechanism
"diabetes results in mesangial expansion . The PI has recently discovered that diabetes is associated with the loss of a novel specific inhibitor ( INHIB ) , mw > 8,000 . He believes - that INHIB is ordinarily embedded in the",inhibitor,inhibitor
dependent mechanism . Organic compounds acting similarly to extracellular Ca2 + might then provide lead structures for the development of novel therapeutic agents effective in the treatment of various bone and mineral - related disorders such as hyperparathyroidism and osteoporosis .,agents,agent
"as environmental carcinogens and contribute to understanding of their mechanisms of carcinogenesis . This project is directed toward development of novel , general synthetic approaches to several major classes of nonalternant PAHs that occur as environmental contaminants . These include :",approaches,approach
photosensitizers . CCl4 has been shown previously to be metabolized to the trichloromethyl radical ( .CCl3 ) and to a novel oxygen-containing carbon dioxide anion radical ( .CO2 ) in the perfused rat liver . The CO2 radical adduct also was,radical,radical
could directly and specifically stimulate the ciliary ganglion may be an effective means of treating these disorders and be a novel approach . A neurotrophic factor ( NTF ) has been purified from pig lung that should be useful in treating,approach,approach
"will be developed for application to structural aspects of nucleic acids and proteins , which underlie their biological function . Novel H-bond patterns will be examined in nucleic acids , including third strand interactions in triple helices and mispaired bases in",H-bond,h-bond
"neuroendocrine responses to surgical stress and inflammation , 2 ) to determine the analgesic and anti-inflammatory effects of prototype and novel drugs which alter either the synthesis or the receptor activation of neuroendocrine mediators in an established animal model of inflammation",drugs,drug
"neuroendocrine mediators in an established animal model of inflammation , and 3 ) to evaluate the clinical utility of these novel drugs in controlled clinical trials . This year , we have extended our research on factors regulating the pituitary release",drugs,drug
"Based on an independent , initial feasibility project , we now intend to formulate and characterize the components of this novel biopolymeric material in our proposed Phase I work . We will also conduct mechanical testing , including in vivo evaluations",material,material
. 2 . Development of a comprehensive system for the microanalysis of steroids through the isolation of hydroxysteroid dehydrogenases with novel and stringent specificities from microorganisms capable of growing on steroidi as their only source of carbon . Cloning and over,specificities,specificity
". In Phase I , we propose to demonstrate two separate innovations addressing these two problems ; 1 ) a novel enzyme immobilization procedure , and 2 ) a novel method for quantitative peroxide detection . Taken together , these innovations",procedure,procedure
"two separate innovations addressing these two problems ; 1 ) a novel enzyme immobilization procedure , and 2 ) a novel method for quantitative peroxide detection . Taken together , these innovations have the potential to significantly impact biosensor technology for",method,method
"Da protein component , which may be involved in intracellular transport . 3,5-Dibromo-3'-pyridazinone -L-thyronine ( L -94901 ) , a novel thyromimetic drug , reduces hepatic cholesterol synthesis with little effect on cardiac function in rats . Kinetic analysis of T3",drug,drug
"to potential predators , will be further investigated . In pursuing these aims , new techniques that could yield very novel information about axonal growth and regeneration will be explored : methods of imaging growth axons in the living brain ,",information,information
dynamics . With these approaches we ask a number of questions regarding the relationship between protein dynamics and thermodynamics . Novel single electron transfer ( SET ) induced photochemical processes are being developed and applied as part of unique and efficient,transfer,transfer
"developed and applied as part of unique and efficient strategies for natural product synthesis . In one area , a novel sequence for construction of harringtonine alkaloid pentacyclic skeleton based upon SET - photocyclization reactions of silyallyl iminium salts has been",sequence,sequence
"have sought to unravel the complexities of the CPT isozymes , and during the past grant period have uncovered some novel and unexpected features surrounding their biochemical and functional properties . Using cloning techniques we have now reached the threshold of",features,feature
"controlling the biliary excretion of copper or sequestering it in an innocuous form , results in hepatocellular injury . A novel , low molecular ( ~ 10 k Da ) copper-binding protein , Cuprophylin ( CPP ) , was isolated in",protein,protein
has been synthesized for study of insulin receptors in vivo by positron emission tomography ( PET ) . Using a novel prosthetic group methodology 18F insulin can be prepared in 4 hours with a specific activity of 4 - 12 curies,methodology,methodology
"structure and replication ; in addition , since humans contain no DNA resembling a kDNA network , they may suggest novel modes of anti-parasite chemotherapy . The goal of our current and proposed work is two fold . First , we",modes,mode
when used in a stress - bearing situation . This is relatively neglected area of restorative materials research . Several novel approaches will be employed in this study in order to arrive at an understanding of fatigue - induced wear of,approaches,approach
"been found to be different from the classical nicotinic receptor , inasmuch as it has unexpected muscarinic character . A novel calcium channel has been discovered in human beta cells , which responds to glucose and related metabolites . This channel",channel,channel
"in hepatic cells from three different sources . These studies may help shed light on the mechanisms of action of novel classes of regulators of cellular levels of cholesterol , molecule of high current interest . Thyroid hormones are of unquestionable",classes,class
biosynthesis required by rapidly dividing cells . Glutamine PRPP amidotransferase contains an essential inorganic FeS center that apparently has a novel regulatory function and is not catalytic . The three - dimensional structure of the enzyme should clarify the role of,function,function
"of "" free "" of "" unbound "" solid PRG9 and hydroxyapatite - bound peptide will be collected . A novel and necessary peak assignment strategy to be used involves collecting spectra of all PRG9 's pertinent "" subfragments "" sequentially",strategy,strategy
"cycle between pyruvate , oxaloacetate , ( OAA ) phosphoenolpyruvate ( PEP ) and pyruvate . We have developed a novel technique for assessing this cycle utilizing labeled acetate infusion , and we have also improved a more traditional approach for",technique,technique
its prevention and treatment . The specific aims can be divided into 3 parts . The first part explores a novel mechanism for acid clearance by mammalian esophagus - that of esophageal bicarbonate ( HCO3 ) secretion . Initially described in,mechanism,mechanism
subjected to enzymatic cleavage . Amino acid microsequencing of five of the peptide fragments revealed that the modifier is a novel protein . Recent studies utilizing a monospecific antibody revealed that an increased amount of immunoreactive protein and modifier function are,modifier,modifier
"be the endogenous factor that exogenous sodium molybdate mimics . Structural analysis of purified modulator indicates that modulator is a novel ether aminophosphoglyceride . From these functional and structural studies , we postulate that modulator acts by cross-linking the subunits of",modulator,modulator
"The association of different calcium pump isoforms with distinct intracellular calcium pools will be addressed . The target for the novel tumour promoter , thapsigargin , will also be investigated . These studies will shed light on the mechanisms governing cytoplasmic",promoter,promoter
"start site that enhanced expression in a promoter - specific and position - dependent manner . Finally , using a novel polymorphism in the DNA sequence of the gonadotropin-releasing hormone gene , we have shown in a family familial central precocious",polymorphism,polymorphism
"failure may contribute to progressive left ventricular dilatation by increasing afterload and preload , respectively . These investigations should provide novel information on the physiological and pathologic roles of circulating and tissue RAS activity . Inhalational exposure to ozone and high",information,information
"nature of the pr1 alleles and the lethal , export - related properties of LacZ hybrid proteins to develop a novel genetic approach for analyzing protein targeting . This approach , suppressor- directed inactivation ( SDI ) , will allow us",approach,approach
"we obtained evidence that two such elements , the Mauriceville and Varkud mitochondrial ( mt ) plasmids , use a novel mechanism of reverse transcription in which ( -) strand DNA synthesis is initiated directly at the 3 ' end of",mechanism,mechanism
"/ repli - cation mechanisms . Since the mitochondrial elements are unique , we anticipate that these studies will provide novel information about mechanisms and evolution of reverse transcription and DNA synthesis , as well as the evolution of retroid elements",information,information
". Gene conversion was observed when circular DNA was used , but was not associated with crossing over . A novel extrachromosomal mode of transformation was discovered in which transforming DNa was propagated as a large concatameric array of direct and",mode,mode
"of hepatic P - 450p isozymes in rats . Such P - 450 p loss appears to proceed via a novel mechanism - based "" suicide "" inactivation which alkylate the apoprotein at the chemical structure of the heme=protein adducts are",inactivation,inactivation
"transcriptional activity is regulated by post - translational phosphorylations . Furthermore , HSF probably exists as a trimer , a novel oligomeric state for a DNA binding protein , and might contain a new DNA binding motif . Because the basic",state,state
"testis as a contraceptive or for the prevention of infertility . During the past year , we have discovered a novel post- translational modification of PLA2 by transglutaminase ( TG ) which dramatically increases phospholipase A2 ( PLA2 ) activity .",modification,modification
"Third , monoclonal antibodies will be raised that recogniz embryonic or denervated but not adult innervated muscle , to find novel molecules that may be involved in synaptogenesis . Finally , the intracellular events involved in presynaptic differentiation will be examined",molecules,molecule
"the artery restenoses ( or closes down again ) within six months of the procedure . In recent years several novel approaches to the problem of restenosis have been undertaken , including coronary stents . These devices are made of stainless",approaches,approach
"for our understanding of the basic chemistry of thrombolysis and in the rational design of both improved antifibrinolytic drugs and novel fibrinolytic chimeric proteins of clinical potential for the emergency therapy of myocardial infarction , brain stroke and deep vein thrombosis",proteins,protein
cells and how the deleterious effects of endotoxin can be prevented . Such information will contribute to the development of novel interventions which may find eventual application in the clinical setting . Immune hypersensitivity reactions are often associated with severe cardiovascular,interventions,intervention
the middle t transforming gene product of polyoma virus but fail to associate with transformation defective mutants suggest that this novel pathway mediates an important signal in growth and transformation . PI - 3 - P has now been found in,pathway,pathway
"virus . The focus of this research will be to elucidate the metabolic pathway and determine whether this is a novel signal transduction system parallel to the inositol - 1,4,5 - trisphosphate system . The specific aims of this proposal are",system,system
"development of therapeutically improved variants of GM - CSF by genetic engineering techniques . This proposal seeks to implement a novel , systematic approach to study the iontophoretic transport properties of human skin . The effect of physical - chemical factors",approach,approach
"such proliferative signals , generated at the cell surface , reach the nucleus are virtually unknown . Recently , a novel protein kinase C- like activity ( PKCn ) has been identified in our laboratory . PKCn appears to be translocated",C-,c-
"and rectifying channels . "" Boradeoxyribonucleosides "" focuses on two points where boron may replace carbon in deoxyribonucleosides to provide novel compounds which have a good chance of being antiviral agents . First , syntheses of 3 - [ 1 -",compounds,compound
"structural types found in the natural products castanospermine , deoxynojirimycin , and other glucosidase inhibitors , and oxetanocin , a novel oxetane - containing nucleosides with reverse transcriptase inhibitory activity . Members of these structurally distinct classes of compounds are being",nucleosides,nucleoside
"how the regulation of these enzymes affects compartmentation , metabolic trafficking and oxidative metabolism . A third project uses a novel monoclonal antibody as a probe to characterize the developing blood brain barrier . The fourth project will focus on the",antibody,antibody
"the binding sites of known regulatory factors , suggesting that eIF - 2 alpha transcription may be regulated through a novel series of regulatory elements and factors . The most prominent element consists of two adjacent protein binding sites composed of",series,series
"the means to modify the renal production of AA metabo - lites by perturbing the P450 system , and identified novel P450 - AA metabolites capable of affecting blood pressure by influencing vasomotion and ion movement . 1 ) Transport function",metabolites,metabolite
"long gene . This transcription factor , which is the prototype for a zinc-finger DNA binding protein , has the novel ability to bind specifically to 5S RNA as well as to 5S DNA . Experiments are proposed to further study",ability,ability
"presumed TFIIIC2 binding site ) will be studied to correlate transcription factor binding and DNAse protection stable complex . A novel protease- protection "" footprinting "" technique will be developed in the stable complex . Three series of experiments are planned",technique,technique
"and in their normal chromosomal context . Third , proteins that interact with ARS elements will be identified using both novel genetic screens and biochemical approaches . These studies should greatly increase our understanding of a fundamental cellular process , DNA",screens,screen
"energy into a well defined spatial position in the protein . By use of real - time holography with the novel feature of optical heterodyne detection , the randomization of the optical energy into vibrational modes and the propagation of that",feature,feature
"believed . While studying the 27kD zein locus in maize , we discovered that it is susceptible to several different novel DNA rearrangements . In inbred maize strains the locus exists either as a single gene or as a tandem duplication",rearrangements,rearrangement
cultures and plant tissues with a particle gun . The recombined vector will be rescued in bacterial cells by a novel selection system that has proven effective in a similar analysis of the V-( D ) - J recombination system in,system,system
". ThermoGen will develop an in vivo protein engineering system allowing rapid , random shuffling of protein domains to produce novel proteins formed by gene fusion . This system will be designed to allow general production of chimeric genes with altered",proteins,protein
"DESCRIPTION : ( Adapted from the applicant 's abstract ) Recent reports have indicated that FK - 506 , a novel , highly potent immunosuppressant , is an effective agent for preventing organ transplant rejection in man which displays a different",immunosuppressant,immunosuppressant
"cyclophilin , which is specifically inhibited by CsA . The study of this isomerization phenomenon and its exploitation to develop novel immunosuppressants for the treatment of autoimmune disease and organ transplant rejection has been hampered by technical difficulties in the isomerization",immunosuppressants,immunosuppressant
generations of immunomodulatory drugs . The discovery of self - cleaving structures in plant RNA pathogens has opened up a novel approach to the development of new therapeutic agents for the control of diseases caused by the HIV virus and by,approach,approach
to an organoboron compound which undergoes alpha decay when exposed to neutrons . Thus GHRH may form the basis of novel approaches to the therapy of GHD and GH excess . Sexual development of the mammalian species is a complex process,approaches,approach
"FABP and apo AI and AIV genes in the fetal intestinal epithelium using in situ hybridization , ii . provide novel molecular markers needed to study epithelial differentiation during this critical period of gut development by isolating genes from fetal intestinal",markers,marker
substructures . Recent results indicate a unique basis for interaction between parenchymal and other cells of the ovary and reveal novel mediators that appear to regulate the lysis and survival of ovarian structures . The hypothesis is that oxygen radicals serve,mediators,mediator
"structures , and that these reactive species play a fundamental role both in ovulation and in the oocyte . This novel proposition arose directly from recent findings that describe , for the first time , the unique and potent antigonadotropic and",proposition,proposition
"present in high levels in the ovary , is also predicted by this hypothesis . However , these important and novel aspects of ovarian regulation have not been investigated . This proposal is therefore focused on the identification of the cellular",aspects,aspect
are absent in all eight insensitive chromosomes examined . Seven copies of the repeats have been sequenced which represent a novel class of satellite DNA . Studies of these repeats will bridge the gaps between structural characterizations of satellite DNA and,class,class
"5S gene sequences on LBCs by in situ nucleic acid hybridization . Finally studies will be carried out on a novel selfcleaving RNA transcribed from a short , repeated sequence of newt DNA , with emphasis on the possible existence of",RNA,rna
"despite the application of MR and CT imaging and venous sampling . This problem may yield to ongoing studies using novel ACTH secretagogues as adjuncts to venous sampling . Surgical treatment of Cushing 's syndrome remains the treatment of choice ,",secretagogues,secretagogue
"the possibility that regulation of FRBC posttranslational processing can modulate FSH biological action at the gonadal FSH receptor in a novel way . Specific Aim 1 involves further purification and characterization of FRBC , confirmation of bioactivity , and microsequencing to",way,way
) by irradiation of a 17 only hybrid . WE will attempt to rapidly screen and characterize clones by two novel approaches : Alu - PCR to detect presence and amount of human DNA and biotin in situ hybridization of Alu,approaches,approach
